InputSequence Length,Channel Flip Prob,Context Length,Markov Transition Probabilities,No. of Errors,No of changes by DUDE,Number of right changes,fraction of changes,fraction of right changes
10000,0.1,3,0.75,1027,525,346,0.511,0.337
10000,0.1,2,0.75,1027,723,469,0.704,0.457
10000,0.1,1,0.75,1027,757,477,0.737,0.464
10000,0.1,5,0.7,986,94,49,0.095,0.05
10000,0.1,4,0.7,986,226,117,0.229,0.119
10000,0.1,3,0.7,986,483,237,0.49,0.24
10000,0.1,2,0.7,986,746,354,0.757,0.359
10000,0.1,1,0.7,986,788,384,0.799,0.389
1000,0.1,5,1.0,80,53,53,0.662,0.662
1000,0.1,4,1.0,80,61,61,0.762,0.762
1000,0.1,3,1.0,80,68,68,0.85,0.85
1000,0.1,2,1.0,80,75,75,0.938,0.938
1000,0.1,1,1.0,80,68,67,0.85,0.838
1000,0.1,5,0.95,96,45,43,0.469,0.448
1000,0.1,4,0.95,96,55,53,0.573,0.552
1000,0.1,3,0.95,96,66,62,0.688,0.646
1000,0.1,2,0.95,96,75,70,0.781,0.729
1000,0.1,1,0.95,96,73,68,0.76,0.708
1000,0.1,5,0.9,88,31,31,0.352,0.352
1000,0.1,4,0.9,88,52,49,0.591,0.557
1000,0.1,3,0.9,88,63,58,0.716,0.659
1000,0.1,2,0.9,88,75,71,0.852,0.807
1000,0.1,1,0.9,88,73,68,0.83,0.773
1000,0.1,5,0.85,96,19,19,0.198,0.198
1000,0.1,4,0.85,96,39,37,0.406,0.385
1000,0.1,3,0.85,96,58,53,0.604,0.552
1000,0.1,2,0.85,96,69,61,0.719,0.635
1000,0.1,1,0.85,96,71,62,0.74,0.646
1000,0.1,5,0.8,108,17,12,0.157,0.111
1000,0.1,4,0.8,108,27,18,0.25,0.167
1000,0.1,3,0.8,108,48,34,0.444,0.315
1000,0.1,2,0.8,108,72,47,0.667,0.435
1000,0.1,1,0.8,108,83,51,0.769,0.472
1000,0.1,5,0.75,100,6,3,0.06,0.03
1000,0.1,4,0.75,100,21,10,0.21,0.1
1000,0.1,3,0.75,100,38,22,0.38,0.22
1000,0.1,2,0.75,100,68,44,0.68,0.44
1000,0.1,1,0.75,100,80,50,0.8,0.5
1000,0.1,5,0.7,87,9,5,0.103,0.057
1000,0.1,4,0.7,87,22,11,0.253,0.126
1000,0.1,3,0.7,87,50,25,0.575,0.287
1000,0.1,2,0.7,87,70,36,0.805,0.414
1000,0.1,1,0.7,87,82,43,0.943,0.494
1000,0.1,5,1.0,104,58,58,0.558,0.558
1000,0.1,4,1.0,104,70,70,0.673,0.673
1000,0.1,3,1.0,104,76,76,0.731,0.731
1000,0.1,2,1.0,104,85,85,0.817,0.817
1000,0.1,1,1.0,104,95,90,0.913,0.865
1000,0.1,5,0.95,93,41,40,0.441,0.43
1000,0.1,4,0.95,93,51,50,0.548,0.538
1000,0.1,3,0.95,93,61,59,0.656,0.634
1000,0.1,2,0.95,93,77,72,0.828,0.774
1000,0.1,1,0.95,93,80,72,0.86,0.774
1000,0.1,5,0.9,126,35,33,0.278,0.262
1000,0.1,4,0.9,126,52,51,0.413,0.405
1000,0.1,3,0.9,126,75,73,0.595,0.579
1000,0.1,2,0.9,126,91,86,0.722,0.683
1000,0.1,1,0.9,126,100,88,0.794,0.698
1000,0.1,5,0.85,107,21,18,0.196,0.168
1000,0.1,4,0.85,107,36,32,0.336,0.299
1000,0.1,3,0.85,107,63,48,0.589,0.449
1000,0.1,2,0.85,107,78,61,0.729,0.57
1000,0.1,1,0.85,107,84,64,0.785,0.598
1000,0.1,5,0.8,99,18,14,0.182,0.141
1000,0.1,4,0.8,99,32,23,0.323,0.232
1000,0.1,3,0.8,99,52,36,0.525,0.364
1000,0.1,2,0.8,99,72,50,0.727,0.505
1000,0.1,1,0.8,99,65,46,0.657,0.465
1000,0.1,5,0.75,81,10,4,0.123,0.049
1000,0.1,4,0.75,81,29,14,0.358,0.173
1000,0.1,3,0.75,81,45,28,0.556,0.346
1000,0.1,2,0.75,81,63,38,0.778,0.469
1000,0.1,1,0.75,81,71,44,0.877,0.543
1000,0.1,5,0.7,99,2,1,0.02,0.01
1000,0.1,4,0.7,99,12,6,0.121,0.061
1000,0.1,3,0.7,99,39,23,0.394,0.232
1000,0.1,2,0.7,99,82,32,0.828,0.323
1000,0.1,1,0.7,99,84,35,0.848,0.354
1000,0.1,5,1.0,109,68,68,0.624,0.624
1000,0.1,4,1.0,109,67,67,0.615,0.615
1000,0.1,3,1.0,109,78,78,0.716,0.716
1000,0.1,2,1.0,109,87,86,0.798,0.789
1000,0.1,1,1.0,109,87,84,0.798,0.771
1000,0.1,5,0.95,83,47,46,0.566,0.554
1000,0.1,4,0.95,83,61,61,0.735,0.735
1000,0.1,3,0.95,83,62,62,0.747,0.747
1000,0.1,2,0.95,83,73,72,0.88,0.867
1000,0.1,1,0.95,83,73,69,0.88,0.831
1000,0.1,5,0.9,94,39,37,0.415,0.394
1000,0.1,4,0.9,94,52,49,0.553,0.521
1000,0.1,3,0.9,94,64,58,0.681,0.617
1000,0.1,2,0.9,94,82,72,0.872,0.766
1000,0.1,1,0.9,94,85,75,0.904,0.798
1000,0.1,5,0.85,88,23,17,0.261,0.193
1000,0.1,4,0.85,88,34,28,0.386,0.318
1000,0.1,3,0.85,88,55,46,0.625,0.523
1000,0.1,2,0.85,88,67,57,0.761,0.648
1000,0.1,1,0.85,88,75,59,0.852,0.67
1000,0.1,5,0.8,97,12,8,0.124,0.082
1000,0.1,4,0.8,97,19,12,0.196,0.124
1000,0.1,3,0.8,97,45,28,0.464,0.289
1000,0.1,2,0.8,97,70,46,0.722,0.474
1000,0.1,1,0.8,97,67,47,0.691,0.485
1000,0.1,5,0.75,112,11,8,0.098,0.071
1000,0.1,4,0.75,112,24,17,0.214,0.152
1000,0.1,3,0.75,112,35,22,0.312,0.196
1000,0.1,2,0.75,112,71,45,0.634,0.402
1000,0.1,1,0.75,112,78,49,0.696,0.438
1000,0.1,5,0.7,104,9,4,0.087,0.038
1000,0.1,4,0.7,104,19,12,0.183,0.115
1000,0.1,3,0.7,104,46,20,0.442,0.192
1000,0.1,2,0.7,104,83,36,0.798,0.346
1000,0.1,1,0.7,104,80,39,0.769,0.375
1000,0.1,5,1.0,105,63,63,0.6,0.6
1000,0.1,4,1.0,105,68,68,0.648,0.648
1000,0.1,3,1.0,105,76,76,0.724,0.724
1000,0.1,2,1.0,105,86,86,0.819,0.819
1000,0.1,1,1.0,105,81,80,0.771,0.762
1000,0.1,5,0.95,98,38,38,0.388,0.388
1000,0.1,4,0.95,98,47,46,0.48,0.469
1000,0.1,3,0.95,98,64,63,0.653,0.643
1000,0.1,2,0.95,98,75,73,0.765,0.745
1000,0.1,1,0.95,98,82,76,0.837,0.776
1000,0.1,5,0.9,85,23,19,0.271,0.224
1000,0.1,4,0.9,85,42,38,0.494,0.447
1000,0.1,3,0.9,85,60,51,0.706,0.6
1000,0.1,2,0.9,85,71,62,0.835,0.729
1000,0.1,1,0.9,85,77,65,0.906,0.765
1000,0.1,5,0.85,119,18,17,0.151,0.143
1000,0.1,4,0.85,119,33,28,0.277,0.235
1000,0.1,3,0.85,119,49,41,0.412,0.345
1000,0.1,2,0.85,119,81,66,0.681,0.555
1000,0.1,1,0.85,119,90,69,0.756,0.58
1000,0.1,5,0.8,111,12,9,0.108,0.081
1000,0.1,4,0.8,111,29,20,0.261,0.18
1000,0.1,3,0.8,111,48,36,0.432,0.324
1000,0.1,2,0.8,111,72,51,0.649,0.459
1000,0.1,1,0.8,111,76,55,0.685,0.495
1000,0.1,5,0.75,107,12,9,0.112,0.084
1000,0.1,4,0.75,107,19,16,0.178,0.15
1000,0.1,3,0.75,107,40,26,0.374,0.243
1000,0.1,2,0.75,107,69,42,0.645,0.393
1000,0.1,1,0.75,107,85,53,0.794,0.495
1000,0.1,5,0.7,92,5,1,0.054,0.011
1000,0.1,4,0.7,92,18,5,0.196,0.054
1000,0.1,3,0.7,92,37,12,0.402,0.13
1000,0.1,2,0.7,92,61,31,0.663,0.337
1000,0.1,1,0.7,92,72,37,0.783,0.402
1000,0.1,5,1.0,95,49,49,0.516,0.516
1000,0.1,4,1.0,95,52,52,0.547,0.547
1000,0.1,3,1.0,95,63,63,0.663,0.663
1000,0.1,2,1.0,95,72,71,0.758,0.747
1000,0.1,1,1.0,95,72,70,0.758,0.737
1000,0.1,5,0.95,94,32,32,0.34,0.34
1000,0.1,4,0.95,94,45,42,0.479,0.447
1000,0.1,3,0.95,94,61,59,0.649,0.628
1000,0.1,2,0.95,94,67,66,0.713,0.702
1000,0.1,1,0.95,94,69,66,0.734,0.702
1000,0.1,5,0.9,115,26,23,0.226,0.2
1000,0.1,4,0.9,115,34,33,0.296,0.287
1000,0.1,3,0.9,115,55,50,0.478,0.435
1000,0.1,2,0.9,115,74,65,0.643,0.565
1000,0.1,1,0.9,115,83,71,0.722,0.617
1000,0.1,5,0.85,117,12,10,0.103,0.085
1000,0.1,4,0.85,117,34,31,0.291,0.265
1000,0.1,3,0.85,117,56,45,0.479,0.385
1000,0.1,2,0.85,117,85,65,0.726,0.556
1000,0.1,1,0.85,117,91,72,0.778,0.615
1000,0.1,5,0.8,94,14,12,0.149,0.128
1000,0.1,4,0.8,94,20,17,0.213,0.181
1000,0.1,3,0.8,94,41,31,0.436,0.33
1000,0.1,2,0.8,94,70,48,0.745,0.511
1000,0.1,1,0.8,94,73,55,0.777,0.585
1000,0.1,5,0.75,106,12,9,0.113,0.085
1000,0.1,4,0.75,106,25,17,0.236,0.16
1000,0.1,3,0.75,106,40,25,0.377,0.236
1000,0.1,2,0.75,106,69,39,0.651,0.368
1000,0.1,1,0.75,106,80,43,0.755,0.406
1000,0.1,5,0.7,98,3,1,0.031,0.01
1000,0.1,4,0.7,98,9,5,0.092,0.051
1000,0.1,3,0.7,98,27,14,0.276,0.143
1000,0.1,2,0.7,98,61,28,0.622,0.286
1000,0.1,1,0.7,98,74,38,0.755,0.388
1000,0.1,5,1.0,90,45,45,0.5,0.5
1000,0.1,4,1.0,90,57,57,0.633,0.633
1000,0.1,3,1.0,90,67,67,0.744,0.744
1000,0.1,2,1.0,90,76,76,0.844,0.844
1000,0.1,1,1.0,90,79,76,0.878,0.844
1000,0.1,5,0.95,101,30,27,0.297,0.267
1000,0.1,4,0.95,101,50,46,0.495,0.455
1000,0.1,3,0.95,101,57,53,0.564,0.525
1000,0.1,2,0.95,101,73,65,0.723,0.644
1000,0.1,1,0.95,101,70,63,0.693,0.624
1000,0.1,5,0.9,93,10,8,0.108,0.086
1000,0.1,4,0.9,93,24,23,0.258,0.247
1000,0.1,3,0.9,93,46,42,0.495,0.452
1000,0.1,2,0.9,93,61,58,0.656,0.624
1000,0.1,1,0.9,93,70,65,0.753,0.699
1000,0.1,5,0.85,91,7,7,0.077,0.077
1000,0.1,4,0.85,91,17,16,0.187,0.176
1000,0.1,3,0.85,91,29,27,0.319,0.297
1000,0.1,2,0.85,91,52,44,0.571,0.484
1000,0.1,1,0.85,91,62,51,0.681,0.56
1000,0.1,5,0.8,97,4,2,0.041,0.021
1000,0.1,4,0.8,97,11,9,0.113,0.093
1000,0.1,3,0.8,97,27,20,0.278,0.206
1000,0.1,2,0.8,97,56,39,0.577,0.402
1000,0.1,1,0.8,97,73,49,0.753,0.505
1000,0.1,5,0.75,98,0,0,0.0,0.0
1000,0.1,4,0.75,98,4,3,0.041,0.031
1000,0.1,3,0.75,98,26,15,0.265,0.153
1000,0.1,2,0.75,98,56,35,0.571,0.357
1000,0.1,1,0.75,98,72,50,0.735,0.51
1000,0.1,5,0.7,108,1,0,0.009,0.0
1000,0.1,4,0.7,108,3,1,0.028,0.009
1000,0.1,3,0.7,108,15,4,0.139,0.037
1000,0.1,2,0.7,108,59,28,0.546,0.259
1000,0.1,1,0.7,108,96,52,0.889,0.481
100,0.1,5,1.0,9,3,3,0.333,0.333
100,0.1,4,1.0,9,7,7,0.778,0.778
100,0.1,3,1.0,9,7,7,0.778,0.778
100,0.1,2,1.0,9,8,8,0.889,0.889
100,0.1,1,1.0,9,7,7,0.778,0.778
100,0.1,5,0.95,10,0,0,0.0,0.0
100,0.1,4,0.95,10,0,0,0.0,0.0
100,0.1,3,0.95,10,1,1,0.1,0.1
100,0.1,2,0.95,10,2,2,0.2,0.2
100,0.1,1,0.95,10,2,2,0.2,0.2
100,0.1,5,0.9,9,0,0,0.0,0.0
100,0.1,4,0.9,9,1,1,0.111,0.111
100,0.1,3,0.9,9,3,3,0.333,0.333
100,0.1,2,0.9,9,4,4,0.444,0.444
100,0.1,1,0.9,9,7,5,0.778,0.556
100,0.1,5,0.85,8,0,0,0.0,0.0
100,0.1,4,0.85,8,0,0,0.0,0.0
100,0.1,3,0.85,8,2,2,0.25,0.25
100,0.1,2,0.85,8,8,5,1.0,0.625
100,0.1,1,0.85,8,8,6,1.0,0.75
100,0.1,5,0.8,7,0,0,0.0,0.0
100,0.1,4,0.8,7,1,1,0.143,0.143
100,0.1,3,0.8,7,1,1,0.143,0.143
100,0.1,2,0.8,7,4,4,0.571,0.571
100,0.1,1,0.8,7,8,6,1.143,0.857
100,0.1,5,0.75,4,0,0,0.0,0.0
100,0.1,4,0.75,4,1,0,0.25,0.0
100,0.1,3,0.75,4,2,0,0.5,0.0
100,0.1,2,0.75,4,3,1,0.75,0.25
100,0.1,1,0.75,4,3,1,0.75,0.25
100,0.1,5,0.7,12,0,0,0.0,0.0
100,0.1,4,0.7,12,0,0,0.0,0.0
100,0.1,3,0.7,12,1,0,0.083,0.0
100,0.1,2,0.7,12,7,4,0.583,0.333
100,0.1,1,0.7,12,10,7,0.833,0.583
100,0.1,5,1.0,14,3,3,0.214,0.214
100,0.1,4,1.0,14,4,4,0.286,0.286
100,0.1,3,1.0,14,8,8,0.571,0.571
100,0.1,2,1.0,14,8,8,0.571,0.571
100,0.1,1,1.0,14,12,10,0.857,0.714
100,0.1,5,0.95,8,1,1,0.125,0.125
100,0.1,4,0.95,8,1,1,0.125,0.125
100,0.1,3,0.95,8,5,5,0.625,0.625
100,0.1,2,0.95,8,6,6,0.75,0.75
100,0.1,1,0.95,8,7,7,0.875,0.875
100,0.1,5,0.9,14,0,0,0.0,0.0
100,0.1,4,0.9,14,0,0,0.0,0.0
100,0.1,3,0.9,14,6,5,0.429,0.357
100,0.1,2,0.9,14,10,9,0.714,0.643
100,0.1,1,0.9,14,11,9,0.786,0.643
100,0.1,5,0.85,5,1,1,0.2,0.2
100,0.1,4,0.85,5,2,2,0.4,0.4
100,0.1,3,0.85,5,2,2,0.4,0.4
100,0.1,2,0.85,5,3,3,0.6,0.6
100,0.1,1,0.85,5,3,3,0.6,0.6
100,0.1,5,0.8,7,0,0,0.0,0.0
100,0.1,4,0.8,7,1,0,0.143,0.0
100,0.1,3,0.8,7,2,0,0.286,0.0
100,0.1,2,0.8,7,5,3,0.714,0.429
100,0.1,1,0.8,7,7,5,1.0,0.714
100,0.1,5,0.75,8,0,0,0.0,0.0
100,0.1,4,0.75,8,1,1,0.125,0.125
100,0.1,3,0.75,8,1,1,0.125,0.125
100,0.1,2,0.75,8,5,3,0.625,0.375
100,0.1,1,0.75,8,9,6,1.125,0.75
100,0.1,5,0.7,9,0,0,0.0,0.0
100,0.1,4,0.7,9,0,0,0.0,0.0
100,0.1,3,0.7,9,0,0,0.0,0.0
100,0.1,2,0.7,9,4,1,0.444,0.111
100,0.1,1,0.7,9,9,2,1.0,0.222
100,0.1,5,1.0,11,4,4,0.364,0.364
100,0.1,4,1.0,11,5,5,0.455,0.455
100,0.1,3,1.0,11,9,9,0.818,0.818
100,0.1,2,1.0,11,9,9,0.818,0.818
100,0.1,1,1.0,11,9,9,0.818,0.818
100,0.1,5,0.95,8,1,1,0.125,0.125
100,0.1,4,0.95,8,1,1,0.125,0.125
100,0.1,3,0.95,8,2,2,0.25,0.25
100,0.1,2,0.95,8,3,3,0.375,0.375
100,0.1,1,0.95,8,4,4,0.5,0.5
100,0.1,5,0.9,8,0,0,0.0,0.0
100,0.1,4,0.9,8,0,0,0.0,0.0
100,0.1,3,0.9,8,3,3,0.375,0.375
100,0.1,2,0.9,8,6,5,0.75,0.625
100,0.1,1,0.9,8,8,6,1.0,0.75
100,0.1,5,0.85,8,0,0,0.0,0.0
100,0.1,4,0.85,8,0,0,0.0,0.0
100,0.1,3,0.85,8,0,0,0.0,0.0
100,0.1,2,0.85,8,1,1,0.125,0.125
100,0.1,1,0.85,8,6,5,0.75,0.625
100,0.1,5,0.8,10,0,0,0.0,0.0
100,0.1,4,0.8,10,0,0,0.0,0.0
100,0.1,3,0.8,10,0,0,0.0,0.0
100,0.1,2,0.8,10,6,5,0.6,0.5
100,0.1,1,0.8,10,6,5,0.6,0.5
100,0.1,5,0.75,14,0,0,0.0,0.0
100,0.1,4,0.75,14,1,1,0.071,0.071
100,0.1,3,0.75,14,3,3,0.214,0.214
100,0.1,2,0.75,14,4,3,0.286,0.214
100,0.1,1,0.75,14,9,7,0.643,0.5
100,0.1,5,0.7,10,0,0,0.0,0.0
100,0.1,4,0.7,10,1,1,0.1,0.1
100,0.1,3,0.7,10,2,2,0.2,0.2
100,0.1,2,0.7,10,6,5,0.6,0.5
100,0.1,1,0.7,10,16,7,1.6,0.7
100,0.1,5,1.0,11,2,2,0.182,0.182
100,0.1,4,1.0,11,2,2,0.182,0.182
100,0.1,3,1.0,11,2,2,0.182,0.182
100,0.1,2,1.0,11,4,4,0.364,0.364
100,0.1,1,1.0,11,7,6,0.636,0.545
100,0.1,5,0.95,10,0,0,0.0,0.0
100,0.1,4,0.95,10,3,3,0.3,0.3
100,0.1,3,0.95,10,4,4,0.4,0.4
100,0.1,2,0.95,10,4,4,0.4,0.4
100,0.1,1,0.95,10,6,6,0.6,0.6
100,0.1,5,0.9,13,0,0,0.0,0.0
100,0.1,4,0.9,13,0,0,0.0,0.0
100,0.1,3,0.9,13,1,1,0.077,0.077
100,0.1,2,0.9,13,3,2,0.231,0.154
100,0.1,1,0.9,13,10,7,0.769,0.538
100,0.1,5,0.85,11,0,0,0.0,0.0
100,0.1,4,0.85,11,0,0,0.0,0.0
100,0.1,3,0.85,11,3,3,0.273,0.273
100,0.1,2,0.85,11,5,5,0.455,0.455
100,0.1,1,0.85,11,10,8,0.909,0.727
100,0.1,5,0.8,7,0,0,0.0,0.0
100,0.1,4,0.8,7,0,0,0.0,0.0
100,0.1,3,0.8,7,0,0,0.0,0.0
100,0.1,2,0.8,7,1,0,0.143,0.0
100,0.1,1,0.8,7,4,1,0.571,0.143
100,0.1,5,0.75,4,0,0,0.0,0.0
100,0.1,4,0.75,4,1,0,0.25,0.0
100,0.1,3,0.75,4,1,0,0.25,0.0
100,0.1,2,0.75,4,2,0,0.5,0.0
100,0.1,1,0.75,4,8,1,2.0,0.25
100,0.1,5,0.7,10,0,0,0.0,0.0
100,0.1,4,0.7,10,1,1,0.1,0.1
100,0.1,3,0.7,10,3,2,0.3,0.2
100,0.1,2,0.7,10,4,2,0.4,0.2
100,0.1,1,0.7,10,8,4,0.8,0.4
100,0.1,5,1.0,14,0,0,0.0,0.0
100,0.1,4,1.0,14,2,2,0.143,0.143
100,0.1,3,1.0,14,2,2,0.143,0.143
100,0.1,2,1.0,14,10,10,0.714,0.714
100,0.1,1,1.0,14,12,12,0.857,0.857
100,0.1,5,0.95,11,0,0,0.0,0.0
100,0.1,4,0.95,11,1,1,0.091,0.091
100,0.1,3,0.95,11,4,4,0.364,0.364
100,0.1,2,0.95,11,7,7,0.636,0.636
100,0.1,1,0.95,11,7,7,0.636,0.636
100,0.1,5,0.9,7,0,0,0.0,0.0
100,0.1,4,0.9,7,0,0,0.0,0.0
100,0.1,3,0.9,7,3,3,0.429,0.429
100,0.1,2,0.9,7,4,4,0.571,0.571
100,0.1,1,0.9,7,7,6,1.0,0.857
100,0.1,5,0.85,14,0,0,0.0,0.0
100,0.1,4,0.85,14,0,0,0.0,0.0
100,0.1,3,0.85,14,2,2,0.143,0.143
100,0.1,2,0.85,14,1,1,0.071,0.071
100,0.1,1,0.85,14,8,6,0.571,0.429
100,0.1,5,0.8,11,0,0,0.0,0.0
100,0.1,4,0.8,11,0,0,0.0,0.0
100,0.1,3,0.8,11,1,1,0.091,0.091
100,0.1,2,0.8,11,3,2,0.273,0.182
100,0.1,1,0.8,11,10,3,0.909,0.273
100,0.1,5,0.75,11,0,0,0.0,0.0
100,0.1,4,0.75,11,0,0,0.0,0.0
100,0.1,3,0.75,11,0,0,0.0,0.0
100,0.1,2,0.75,11,3,2,0.273,0.182
100,0.1,1,0.75,11,9,5,0.818,0.455
100,0.1,5,0.7,8,0,0,0.0,0.0
100,0.1,4,0.7,8,0,0,0.0,0.0
100,0.1,3,0.7,8,0,0,0.0,0.0
100,0.1,2,0.7,8,2,2,0.25,0.25
100,0.1,1,0.7,8,9,6,1.125,0.75
100,0.1,5,1.0,8,1,1,0.125,0.125
100,0.1,4,1.0,8,6,6,0.75,0.75
100,0.1,3,1.0,8,8,8,1.0,1.0
100,0.1,2,1.0,8,8,8,1.0,1.0
100,0.1,1,1.0,8,8,8,1.0,1.0
100,0.1,5,0.95,7,0,0,0.0,0.0
100,0.1,4,0.95,7,2,2,0.286,0.286
100,0.1,3,0.95,7,4,4,0.571,0.571
100,0.1,2,0.95,7,4,4,0.571,0.571
100,0.1,1,0.95,7,6,5,0.857,0.714
100,0.1,5,0.9,9,0,0,0.0,0.0
100,0.1,4,0.9,9,0,0,0.0,0.0
100,0.1,3,0.9,9,3,3,0.333,0.333
100,0.1,2,0.9,9,2,2,0.222,0.222
100,0.1,1,0.9,9,2,2,0.222,0.222
100,0.1,5,0.85,9,0,0,0.0,0.0
100,0.1,4,0.85,9,0,0,0.0,0.0
100,0.1,3,0.85,9,1,1,0.111,0.111
100,0.1,2,0.85,9,0,0,0.0,0.0
100,0.1,1,0.85,9,4,4,0.444,0.444
100,0.1,5,0.8,6,0,0,0.0,0.0
100,0.1,4,0.8,6,0,0,0.0,0.0
100,0.1,3,0.8,6,0,0,0.0,0.0
100,0.1,2,0.8,6,1,1,0.167,0.167
100,0.1,1,0.8,6,3,3,0.5,0.5
100,0.1,5,0.75,11,0,0,0.0,0.0
100,0.1,4,0.75,11,0,0,0.0,0.0
100,0.1,3,0.75,11,0,0,0.0,0.0
100,0.1,2,0.75,11,0,0,0.0,0.0
100,0.1,1,0.75,11,1,0,0.091,0.0
100,0.1,5,0.7,10,0,0,0.0,0.0
100,0.1,4,0.7,10,0,0,0.0,0.0
100,0.1,3,0.7,10,0,0,0.0,0.0
100,0.1,2,0.7,10,0,0,0.0,0.0
100,0.1,1,0.7,10,3,2,0.3,0.2
